,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
2022-01-01 00:00:00+01:00,373.0,2642.0,28.0,,203.0,1077.0,,5863.0,2190.0,,39523.0,0.0,262.0,3153.0,,
2022-01-01 01:00:00+01:00,378.0,2609.0,28.0,,211.0,914.0,,5768.0,1903.0,,38466.0,0.0,269.0,3177.0,,
2022-01-01 02:00:00+01:00,374.0,2502.0,29.0,,212.0,,183.0,5580.0,1350.0,,37836.0,0.0,270.0,3050.0,,
2022-01-01 03:00:00+01:00,372.0,2506.0,28.0,,214.0,,1845.0,5466.0,573.0,,36816.0,0.0,270.0,3133.0,,
2022-01-01 04:00:00+01:00,367.0,2509.0,29.0,,215.0,,2844.0,5474.0,517.0,,36359.0,0.0,269.0,3403.0,,
2022-01-01 05:00:00+01:00,364.0,2512.0,28.0,,215.0,,3395.0,5435.0,530.0,,36759.0,0.0,263.0,3610.0,,
2022-01-01 06:00:00+01:00,359.0,2510.0,29.0,,215.0,,3695.0,5487.0,609.0,,37298.0,0.0,264.0,3747.0,,
2022-01-01 07:00:00+01:00,357.0,2652.0,28.0,,214.0,,3287.0,5490.0,625.0,,37624.0,0.0,260.0,4056.0,,
2022-01-01 08:00:00+01:00,358.0,2656.0,28.0,,214.0,,3003.0,5469.0,604.0,,39311.0,244.0,263.0,4531.0,,
2022-01-01 09:00:00+01:00,359.0,2645.0,28.0,,214.0,,2980.0,5674.0,599.0,,39731.0,962.0,260.0,4837.0,,
2022-01-01 10:00:00+01:00,360.0,2653.0,28.0,,215.0,,2811.0,5713.0,585.0,,40138.0,2410.0,259.0,4843.0,,
2022-01-01 11:00:00+01:00,356.0,2656.0,28.0,,215.0,,2639.0,5682.0,882.0,,40756.0,3698.0,245.0,4583.0,,
2022-01-01 12:00:00+01:00,359.0,2686.0,28.0,,215.0,,1901.0,5763.0,1288.0,,40987.0,4270.0,237.0,3890.0,,
2022-01-01 13:00:00+01:00,359.0,2647.0,28.0,,215.0,,1386.0,5773.0,1256.0,,40832.0,4332.0,236.0,3230.0,,
2022-01-01 14:00:00+01:00,358.0,2593.0,28.0,,215.0,,217.0,5666.0,1419.0,,41010.0,3567.0,236.0,2835.0,,
2022-01-01 15:00:00+01:00,361.0,2589.0,28.0,,215.0,480.0,,5690.0,1562.0,,41079.0,2174.0,248.0,2577.0,,
2022-01-01 16:00:00+01:00,361.0,2605.0,28.0,,215.0,1005.0,,5763.0,1761.0,,41186.0,801.0,231.0,3050.0,,
2022-01-01 17:00:00+01:00,362.0,2611.0,29.0,,215.0,1805.0,,6023.0,2258.0,,41689.0,244.0,234.0,3901.0,,
2022-01-01 18:00:00+01:00,362.0,2596.0,29.0,,215.0,2225.0,,6250.0,2804.0,,42120.0,0.0,239.0,4718.0,,
2022-01-01 19:00:00+01:00,361.0,2587.0,29.0,,215.0,1828.0,,6361.0,2520.0,,41944.0,0.0,241.0,4918.0,,
2022-01-01 20:00:00+01:00,359.0,2625.0,29.0,,214.0,1437.0,,6177.0,2360.0,,41423.0,0.0,241.0,4905.0,,
2022-01-01 21:00:00+01:00,360.0,2734.0,28.0,,214.0,586.0,,6067.0,1937.0,,41202.0,0.0,240.0,5112.0,,
2022-01-01 22:00:00+01:00,357.0,2839.0,28.0,,215.0,701.0,,6060.0,1558.0,,41137.0,0.0,242.0,4990.0,,
2022-01-01 23:00:00+01:00,358.0,2878.0,28.0,,214.0,446.0,,5966.0,1498.0,,40962.0,0.0,244.0,5052.0,,
2022-01-02 00:00:00+01:00,357.0,2880.0,28.0,,215.0,,179.0,5863.0,933.0,,39542.0,0.0,238.0,5006.0,,
2022-01-02 01:00:00+01:00,356.0,2890.0,27.0,,215.0,,2011.0,5864.0,647.0,,38995.0,0.0,238.0,5152.0,,
2022-01-02 02:00:00+01:00,357.0,2896.0,25.0,,215.0,,2939.0,5650.0,381.0,,38876.0,0.0,238.0,5403.0,,
2022-01-02 03:00:00+01:00,362.0,2885.0,26.0,,214.0,,3240.0,5518.0,365.0,,36483.0,0.0,238.0,5644.0,,
2022-01-02 04:00:00+01:00,360.0,2873.0,27.0,,214.0,,3567.0,5409.0,407.0,,36083.0,0.0,238.0,6299.0,,
2022-01-02 05:00:00+01:00,363.0,2865.0,26.0,,214.0,,3713.0,5409.0,434.0,,36077.0,0.0,233.0,7041.0,,
2022-01-02 06:00:00+01:00,361.0,2832.0,27.0,,214.0,,3478.0,5464.0,440.0,,36026.0,0.0,235.0,7985.0,,
2022-01-02 07:00:00+01:00,361.0,2762.0,28.0,,214.0,,3478.0,5394.0,415.0,,35977.0,0.0,235.0,8643.0,,
2022-01-02 08:00:00+01:00,359.0,2650.0,29.0,,214.0,,3085.0,5413.0,471.0,,36817.0,263.0,235.0,8979.0,,
2022-01-02 09:00:00+01:00,359.0,2658.0,29.0,,215.0,,2362.0,5582.0,631.0,,37924.0,623.0,234.0,9171.0,,
2022-01-02 10:00:00+01:00,359.0,2653.0,29.0,,214.0,,2039.0,5696.0,912.0,,38592.0,1476.0,238.0,9030.0,,
2022-01-02 11:00:00+01:00,360.0,2648.0,28.0,,215.0,,1063.0,5834.0,910.0,,39871.0,2163.0,239.0,8919.0,,
2022-01-02 12:00:00+01:00,358.0,2637.0,28.0,,215.0,,934.0,5845.0,800.0,,40526.0,2516.0,234.0,9289.0,,
2022-01-02 13:00:00+01:00,358.0,2617.0,28.0,,215.0,,1677.0,5790.0,797.0,,40583.0,2620.0,229.0,9867.0,,
2022-01-02 14:00:00+01:00,359.0,2632.0,28.0,,215.0,,3213.0,5609.0,798.0,,40364.0,2296.0,227.0,9872.0,,
2022-01-02 15:00:00+01:00,361.0,2611.0,28.0,,215.0,,2976.0,5446.0,868.0,,40420.0,1472.0,227.0,10222.0,,
2022-01-02 16:00:00+01:00,359.0,2586.0,29.0,,215.0,,2348.0,5434.0,986.0,,40808.0,562.0,230.0,11028.0,,
2022-01-02 17:00:00+01:00,356.0,2611.0,30.0,,215.0,,172.0,5616.0,1194.0,,41452.0,246.0,231.0,11762.0,,
2022-01-02 18:00:00+01:00,357.0,2581.0,30.0,,215.0,958.0,,5903.0,1279.0,,42556.0,0.0,237.0,12092.0,,
2022-01-02 19:00:00+01:00,361.0,2614.0,31.0,,215.0,970.0,,5953.0,1401.0,,42669.0,0.0,231.0,12157.0,,
2022-01-02 20:00:00+01:00,362.0,2640.0,31.0,,215.0,,930.0,5690.0,1048.0,,41893.0,0.0,233.0,12192.0,,
2022-01-02 21:00:00+01:00,360.0,2597.0,31.0,,214.0,,2619.0,5502.0,835.0,,40840.0,0.0,229.0,11882.0,,
2022-01-02 22:00:00+01:00,361.0,2633.0,32.0,,215.0,,3083.0,5781.0,736.0,,40290.0,0.0,237.0,11353.0,,
2022-01-02 23:00:00+01:00,363.0,2644.0,33.0,,214.0,,3384.0,5597.0,557.0,,39856.0,0.0,241.0,10914.0,,
2022-01-03 00:00:00+01:00,361.0,2630.0,29.0,,214.0,,2417.0,5701.0,703.0,,38008.0,0.0,239.0,10385.0,,
2022-01-03 01:00:00+01:00,362.0,2655.0,29.0,,214.0,,1150.0,5720.0,603.0,,36284.0,0.0,245.0,9951.0,,
2022-01-03 02:00:00+01:00,362.0,2668.0,30.0,,214.0,,919.0,5593.0,608.0,,35666.0,0.0,246.0,9492.0,,
2022-01-03 03:00:00+01:00,361.0,2655.0,31.0,,214.0,,1397.0,5399.0,454.0,,35253.0,0.0,246.0,9085.0,,
2022-01-03 04:00:00+01:00,360.0,2644.0,31.0,,214.0,,2186.0,5269.0,415.0,,35118.0,0.0,238.0,8979.0,,
2022-01-03 05:00:00+01:00,358.0,2720.0,31.0,,215.0,,1394.0,5320.0,418.0,,35738.0,0.0,224.0,8833.0,,
2022-01-03 06:00:00+01:00,363.0,2868.0,30.0,,214.0,195.0,,5570.0,610.0,,37740.0,0.0,218.0,8659.0,,
2022-01-03 07:00:00+01:00,362.0,3180.0,29.0,,215.0,1153.0,,5582.0,1038.0,,42141.0,0.0,213.0,8428.0,,
2022-01-03 08:00:00+01:00,361.0,3476.0,32.0,,215.0,1745.0,,5793.0,1492.0,,43545.0,267.0,208.0,8339.0,,
2022-01-03 09:00:00+01:00,361.0,3577.0,41.0,,215.0,1413.0,,6090.0,1610.0,,43676.0,716.0,213.0,8333.0,,
2022-01-03 10:00:00+01:00,359.0,3510.0,57.0,,214.0,919.0,,5846.0,1454.0,,43697.0,1661.0,211.0,8445.0,,
2022-01-03 11:00:00+01:00,361.0,3508.0,66.0,,215.0,736.0,,5834.0,1248.0,,43966.0,2471.0,209.0,8855.0,,
2022-01-03 12:00:00+01:00,361.0,3471.0,67.0,,215.0,1158.0,,5894.0,1198.0,,44405.0,2912.0,213.0,8946.0,,
2022-01-03 13:00:00+01:00,361.0,3452.0,66.0,,215.0,1470.0,,5857.0,1145.0,,44358.0,2982.0,222.0,9041.0,,
2022-01-03 14:00:00+01:00,359.0,3491.0,66.0,,215.0,1242.0,,5666.0,1024.0,,44495.0,2525.0,220.0,9109.0,,
2022-01-03 15:00:00+01:00,360.0,3628.0,60.0,,215.0,1130.0,,5608.0,1049.0,,44556.0,1585.0,225.0,8743.0,,
2022-01-03 16:00:00+01:00,363.0,3651.0,45.0,,215.0,1491.0,,5673.0,1164.0,,44539.0,608.0,222.0,8140.0,,
2022-01-03 17:00:00+01:00,363.0,3788.0,45.0,,215.0,1738.0,,6068.0,1545.0,,44636.0,242.0,228.0,7959.0,,
2022-01-03 18:00:00+01:00,363.0,3883.0,65.0,,215.0,2293.0,,6506.0,2448.0,,44714.0,0.0,220.0,7208.0,,
2022-01-03 19:00:00+01:00,363.0,3973.0,45.0,,215.0,3252.0,,6636.0,2480.0,,44785.0,0.0,219.0,6614.0,,
2022-01-03 20:00:00+01:00,362.0,3570.0,44.0,,215.0,2900.0,,6166.0,1448.0,,44672.0,0.0,204.0,6943.0,,
2022-01-03 21:00:00+01:00,358.0,3313.0,42.0,,214.0,1760.0,,5716.0,1061.0,,44379.0,0.0,202.0,7043.0,,
2022-01-03 22:00:00+01:00,360.0,3217.0,52.0,,215.0,596.0,,5683.0,1070.0,,44024.0,0.0,201.0,7118.0,,
2022-01-03 23:00:00+01:00,362.0,3195.0,48.0,,215.0,,287.0,5701.0,985.0,,43989.0,0.0,201.0,7184.0,,
2022-01-04 00:00:00+01:00,359.0,2701.0,47.0,,214.0,,1570.0,5615.0,874.0,,43514.0,0.0,202.0,7256.0,,
2022-01-04 01:00:00+01:00,358.0,2569.0,43.0,,215.0,,2862.0,5546.0,1210.0,,42931.0,0.0,203.0,7316.0,,
2022-01-04 02:00:00+01:00,358.0,2568.0,44.0,,215.0,,3214.0,5486.0,1211.0,,42980.0,0.0,201.0,7261.0,,
2022-01-04 03:00:00+01:00,359.0,2561.0,44.0,,215.0,,3285.0,5409.0,1075.0,,42799.0,0.0,202.0,7031.0,,
2022-01-04 04:00:00+01:00,358.0,2680.0,48.0,,215.0,,2979.0,5273.0,793.0,,43562.0,0.0,204.0,6886.0,,
2022-01-04 05:00:00+01:00,357.0,3034.0,50.0,,215.0,,2627.0,5275.0,906.0,,44147.0,0.0,204.0,6689.0,,
2022-01-04 06:00:00+01:00,356.0,4156.0,58.0,,215.0,,523.0,5565.0,1172.0,,44308.0,0.0,201.0,6578.0,,
2022-01-04 07:00:00+01:00,357.0,5421.0,45.0,,215.0,1640.0,,5945.0,1430.0,,44601.0,0.0,202.0,6267.0,,
2022-01-04 08:00:00+01:00,355.0,6719.0,47.0,,215.0,2925.0,,5991.0,1786.0,,44923.0,258.0,200.0,6055.0,,
2022-01-04 09:00:00+01:00,353.0,6951.0,46.0,,215.0,2829.0,,6310.0,2139.0,,45184.0,565.0,200.0,5782.0,,
2022-01-04 10:00:00+01:00,352.0,7051.0,46.0,,215.0,3073.0,,6411.0,2567.0,,45566.0,1221.0,194.0,5196.0,,
2022-01-04 11:00:00+01:00,344.0,7037.0,45.0,,214.0,2835.0,,6390.0,1921.0,,46031.0,1574.0,192.0,4719.0,,
2022-01-04 12:00:00+01:00,349.0,6936.0,44.0,,214.0,2259.0,,6217.0,2056.0,,46100.0,1762.0,195.0,4563.0,,
2022-01-04 13:00:00+01:00,357.0,6450.0,53.0,,215.0,1705.0,,6128.0,2092.0,,46082.0,1829.0,194.0,4507.0,,
2022-01-04 14:00:00+01:00,353.0,6317.0,43.0,,214.0,908.0,,5902.0,1530.0,,45955.0,1551.0,194.0,4744.0,,
2022-01-04 15:00:00+01:00,342.0,6553.0,52.0,,215.0,556.0,,5787.0,1256.0,,45920.0,979.0,195.0,4991.0,,
2022-01-04 16:00:00+01:00,339.0,5983.0,73.0,,215.0,442.0,,5798.0,1262.0,,45787.0,413.0,196.0,5454.0,,
2022-01-04 17:00:00+01:00,326.0,6454.0,241.0,,215.0,723.0,,6157.0,1518.0,,45751.0,204.0,198.0,5836.0,,
2022-01-04 18:00:00+01:00,330.0,6606.0,312.0,,215.0,1218.0,,6456.0,1674.0,,45719.0,0.0,197.0,6863.0,,
2022-01-04 19:00:00+01:00,334.0,5804.0,430.0,,215.0,1316.0,,6332.0,1403.0,,45517.0,0.0,197.0,7921.0,,
2022-01-04 20:00:00+01:00,337.0,4897.0,580.0,,215.0,210.0,,5755.0,1049.0,,45014.0,0.0,198.0,8442.0,,
2022-01-04 21:00:00+01:00,337.0,3497.0,616.0,,214.0,,1345.0,5633.0,821.0,,44730.0,0.0,191.0,8446.0,,
2022-01-04 22:00:00+01:00,336.0,2953.0,611.0,,214.0,,2549.0,5523.0,739.0,,44581.0,0.0,195.0,8810.0,,
2022-01-04 23:00:00+01:00,338.0,2609.0,596.0,,214.0,,2908.0,5507.0,720.0,,44512.0,0.0,193.0,8594.0,,
2022-01-05 00:00:00+01:00,339.0,2549.0,452.0,,214.0,,3229.0,5800.0,791.0,,44236.0,0.0,194.0,8247.0,,
2022-01-05 01:00:00+01:00,340.0,2536.0,409.0,,214.0,,3164.0,5766.0,559.0,,44361.0,0.0,195.0,7699.0,,
2022-01-05 02:00:00+01:00,341.0,2543.0,405.0,,214.0,,2671.0,5734.0,735.0,,44355.0,0.0,194.0,7110.0,,
2022-01-05 03:00:00+01:00,344.0,2544.0,403.0,,215.0,,3286.0,5685.0,490.0,,44552.0,0.0,198.0,6979.0,,
2022-01-05 04:00:00+01:00,343.0,2549.0,383.0,,215.0,,3436.0,5589.0,352.0,,44219.0,0.0,202.0,6953.0,,
2022-01-05 05:00:00+01:00,340.0,2618.0,400.0,,214.0,,2801.0,5543.0,533.0,,44478.0,0.0,201.0,6442.0,,
2022-01-05 06:00:00+01:00,340.0,3039.0,530.0,,214.0,,1679.0,5618.0,1225.0,,44596.0,0.0,201.0,6359.0,,
2022-01-05 07:00:00+01:00,342.0,3904.0,634.0,,214.0,43.0,,5905.0,1588.0,,45250.0,0.0,202.0,6259.0,,
2022-01-05 08:00:00+01:00,342.0,5170.0,658.0,,214.0,1248.0,,6172.0,2012.0,,45751.0,242.0,206.0,5871.0,,
2022-01-05 09:00:00+01:00,341.0,5236.0,666.0,,255.0,1469.0,,6262.0,1938.0,,45891.0,883.0,200.0,5555.0,,
2022-01-05 10:00:00+01:00,340.0,5162.0,640.0,,621.0,1172.0,,6228.0,1914.0,,45968.0,2353.0,200.0,5009.0,,
2022-01-05 11:00:00+01:00,343.0,5383.0,638.0,,630.0,1192.0,,6233.0,2109.0,,45956.0,3542.0,200.0,4665.0,,
2022-01-05 12:00:00+01:00,343.0,5381.0,598.0,,514.0,1119.0,,6480.0,1931.0,,45946.0,4203.0,204.0,4875.0,,
2022-01-05 13:00:00+01:00,342.0,5418.0,604.0,,335.0,610.0,,6481.0,1766.0,,46109.0,4165.0,204.0,5034.0,,
2022-01-05 14:00:00+01:00,347.0,5580.0,613.0,,215.0,208.0,,6161.0,1399.0,,46067.0,3550.0,203.0,4828.0,,
2022-01-05 15:00:00+01:00,342.0,6110.0,624.0,,215.0,491.0,,6077.0,1353.0,,46099.0,2157.0,202.0,4515.0,,
2022-01-05 16:00:00+01:00,341.0,6381.0,622.0,,215.0,811.0,,6205.0,1585.0,,46172.0,795.0,201.0,3882.0,,
2022-01-05 17:00:00+01:00,341.0,6856.0,628.0,,215.0,1441.0,,6564.0,2094.0,,46518.0,218.0,201.0,3446.0,,
2022-01-05 18:00:00+01:00,343.0,7073.0,640.0,,220.0,2001.0,,6822.0,3107.0,,46663.0,0.0,201.0,3520.0,,
2022-01-05 19:00:00+01:00,344.0,7023.0,657.0,,297.0,2079.0,,6897.0,3219.0,,46655.0,0.0,201.0,3676.0,,
2022-01-05 20:00:00+01:00,341.0,6873.0,640.0,,218.0,1738.0,,6544.0,2376.0,,46650.0,0.0,202.0,3777.0,,
2022-01-05 21:00:00+01:00,342.0,6596.0,627.0,,214.0,1004.0,,6201.0,1661.0,,46676.0,0.0,201.0,3842.0,,
2022-01-05 22:00:00+01:00,343.0,6423.0,614.0,,214.0,603.0,,6039.0,1169.0,,46685.0,0.0,207.0,3917.0,,
2022-01-05 23:00:00+01:00,342.0,6078.0,613.0,,214.0,348.0,,6019.0,962.0,,46758.0,0.0,214.0,3831.0,,
2022-01-06 00:00:00+01:00,343.0,4782.0,616.0,,214.0,124.0,,5998.0,774.0,,46357.0,0.0,219.0,3565.0,,
2022-01-06 01:00:00+01:00,341.0,3816.0,581.0,,215.0,,1379.0,5913.0,607.0,,45966.0,0.0,224.0,3362.0,,
2022-01-06 02:00:00+01:00,343.0,3673.0,719.0,,214.0,,2700.0,5808.0,405.0,,45960.0,0.0,225.0,3107.0,,
2022-01-06 03:00:00+01:00,344.0,3818.0,919.0,,214.0,,3214.0,5785.0,379.0,,46044.0,0.0,224.0,2730.0,,
2022-01-06 04:00:00+01:00,343.0,3780.0,1056.0,,214.0,,3518.0,5723.0,285.0,,46426.0,0.0,226.0,2514.0,,
2022-01-06 05:00:00+01:00,341.0,3778.0,1192.0,,214.0,,2843.0,5579.0,507.0,,46810.0,0.0,226.0,2213.0,,
2022-01-06 06:00:00+01:00,341.0,5027.0,1236.0,,214.0,27.0,,5890.0,999.0,,46881.0,0.0,224.0,1998.0,,
2022-01-06 07:00:00+01:00,339.0,6315.0,1238.0,,222.0,1423.0,,6134.0,1644.0,,46899.0,0.0,225.0,1902.0,,
2022-01-06 08:00:00+01:00,331.0,6942.0,1249.0,,298.0,1870.0,,6408.0,2486.0,,47091.0,246.0,213.0,1903.0,,
2022-01-06 09:00:00+01:00,334.0,7040.0,1252.0,,326.0,2051.0,,6435.0,2544.0,,47196.0,1032.0,222.0,1965.0,,
2022-01-06 10:00:00+01:00,334.0,6939.0,1236.0,,511.0,804.0,,6311.0,1794.0,,47291.0,2782.0,238.0,2017.0,,
2022-01-06 11:00:00+01:00,335.0,6354.0,1217.0,,512.0,328.0,,6225.0,1452.0,,47641.0,4199.0,232.0,2092.0,,
2022-01-06 12:00:00+01:00,331.0,5662.0,1237.0,,272.0,592.0,,6364.0,1753.0,,47914.0,4960.0,232.0,2125.0,,
2022-01-06 13:00:00+01:00,328.0,5928.0,1147.0,,214.0,502.0,,6360.0,1613.0,,47913.0,4894.0,228.0,2375.0,,
2022-01-06 14:00:00+01:00,333.0,6109.0,747.0,,215.0,414.0,,6162.0,1346.0,,47903.0,4051.0,230.0,2682.0,,
2022-01-06 15:00:00+01:00,333.0,6524.0,756.0,,215.0,507.0,,6184.0,1383.0,,47901.0,2593.0,237.0,2927.0,,
2022-01-06 16:00:00+01:00,333.0,6646.0,754.0,,214.0,813.0,,6362.0,1736.0,,47915.0,900.0,238.0,3087.0,,
2022-01-06 17:00:00+01:00,334.0,7099.0,973.0,,241.0,1625.0,,6568.0,1905.0,,47950.0,219.0,238.0,3634.0,,
2022-01-06 18:00:00+01:00,335.0,7182.0,1246.0,,508.0,1827.0,,6720.0,2202.0,,48007.0,0.0,234.0,4696.0,,
2022-01-06 19:00:00+01:00,335.0,7264.0,1172.0,,304.0,2207.0,,6782.0,2126.0,,48064.0,0.0,233.0,5745.0,,
2022-01-06 20:00:00+01:00,336.0,7126.0,1132.0,,218.0,981.0,,6440.0,1535.0,,48100.0,0.0,232.0,6322.0,,
2022-01-06 21:00:00+01:00,337.0,6650.0,1179.0,,214.0,289.0,,6202.0,1138.0,,48092.0,0.0,232.0,6844.0,,
2022-01-06 22:00:00+01:00,337.0,5766.0,1194.0,,214.0,332.0,,6027.0,1041.0,,48025.0,0.0,235.0,7374.0,,
2022-01-06 23:00:00+01:00,337.0,5412.0,1165.0,,214.0,,506.0,5697.0,826.0,,47716.0,0.0,225.0,7989.0,,
2022-01-07 00:00:00+01:00,335.0,4604.0,1184.0,,213.0,,836.0,5629.0,588.0,,47787.0,0.0,227.0,8382.0,,
2022-01-07 01:00:00+01:00,337.0,3831.0,1192.0,,213.0,,1261.0,5648.0,427.0,,47626.0,0.0,235.0,8582.0,,
2022-01-07 02:00:00+01:00,335.0,3538.0,970.0,,211.0,,1446.0,5643.0,499.0,,47230.0,0.0,231.0,8616.0,,
2022-01-07 03:00:00+01:00,337.0,3587.0,727.0,,210.0,,3016.0,5614.0,218.0,,47466.0,0.0,237.0,8718.0,,
2022-01-07 04:00:00+01:00,335.0,3642.0,731.0,,210.0,,3572.0,5571.0,228.0,,48005.0,0.0,240.0,8645.0,,
2022-01-07 05:00:00+01:00,336.0,3795.0,972.0,,210.0,,2560.0,5565.0,366.0,,48067.0,0.0,237.0,8550.0,,
2022-01-07 06:00:00+01:00,334.0,4647.0,1190.0,,213.0,,408.0,5667.0,869.0,,47835.0,0.0,235.0,8219.0,,
2022-01-07 07:00:00+01:00,336.0,5718.0,1134.0,,213.0,734.0,,5897.0,1830.0,,47856.0,0.0,237.0,8262.0,,
2022-01-07 08:00:00+01:00,358.0,6705.0,1129.0,,213.0,1498.0,,6237.0,2832.0,,48105.0,254.0,236.0,8234.0,,
2022-01-07 09:00:00+01:00,355.0,6744.0,1221.0,,213.0,1798.0,,6336.0,2289.0,,48331.0,800.0,235.0,8268.0,,
2022-01-07 10:00:00+01:00,360.0,6787.0,1227.0,,213.0,1344.0,,6249.0,2438.0,,48321.0,1965.0,234.0,8226.0,,
2022-01-07 11:00:00+01:00,350.0,6049.0,1246.0,,214.0,1120.0,,6245.0,2424.0,,48317.0,2981.0,233.0,8166.0,,
2022-01-07 12:00:00+01:00,343.0,6270.0,1246.0,,214.0,597.0,,6289.0,1976.0,,48302.0,3388.0,233.0,8262.0,,
2022-01-07 13:00:00+01:00,330.0,6071.0,1134.0,,214.0,425.0,,6175.0,1381.0,,48288.0,3397.0,237.0,9206.0,,
2022-01-07 14:00:00+01:00,345.0,6051.0,760.0,,214.0,240.0,,5910.0,926.0,,47957.0,2967.0,232.0,9735.0,,
2022-01-07 15:00:00+01:00,340.0,6241.0,729.0,,214.0,759.0,,5939.0,1872.0,,46846.0,1861.0,231.0,9296.0,,
2022-01-07 16:00:00+01:00,351.0,6385.0,862.0,,214.0,1217.0,,6273.0,2238.0,,46877.0,733.0,237.0,8819.0,,
2022-01-07 17:00:00+01:00,354.0,6603.0,1235.0,,214.0,2333.0,,6491.0,2745.0,,46844.0,225.0,238.0,8990.0,,
2022-01-07 18:00:00+01:00,352.0,6620.0,1249.0,,214.0,3473.0,,6843.0,3709.0,,45878.0,0.0,237.0,9033.0,,
2022-01-07 19:00:00+01:00,357.0,6576.0,1244.0,,214.0,3554.0,,6771.0,3693.0,,45590.0,0.0,234.0,8521.0,,
2022-01-07 20:00:00+01:00,357.0,6474.0,1247.0,,214.0,2293.0,,6502.0,3244.0,,45548.0,0.0,238.0,8526.0,,
2022-01-07 21:00:00+01:00,356.0,6169.0,1209.0,,213.0,1128.0,,6088.0,2720.0,,45502.0,0.0,236.0,8442.0,,
2022-01-07 22:00:00+01:00,358.0,5935.0,1140.0,,213.0,1241.0,,6095.0,2806.0,,45386.0,0.0,236.0,8635.0,,
2022-01-07 23:00:00+01:00,359.0,5349.0,1151.0,,213.0,539.0,,6030.0,2326.0,,45301.0,0.0,237.0,8806.0,,
2022-01-08 00:00:00+01:00,357.0,4963.0,1127.0,,212.0,98.0,,5859.0,1444.0,,45243.0,0.0,240.0,8984.0,,
2022-01-08 01:00:00+01:00,357.0,3983.0,1148.0,,212.0,,1039.0,5618.0,970.0,,44896.0,0.0,242.0,8850.0,,
2022-01-08 02:00:00+01:00,358.0,3608.0,1185.0,,213.0,,1937.0,5585.0,1102.0,,44946.0,0.0,241.0,7582.0,,
2022-01-08 03:00:00+01:00,359.0,3507.0,1088.0,,213.0,,2513.0,5458.0,1036.0,,44977.0,0.0,240.0,6094.0,,
2022-01-08 04:00:00+01:00,358.0,3529.0,750.0,,213.0,,2306.0,5396.0,741.0,,45244.0,0.0,242.0,5314.0,,
2022-01-08 05:00:00+01:00,359.0,3423.0,993.0,,212.0,,2322.0,5459.0,1209.0,,44951.0,0.0,240.0,4967.0,,
2022-01-08 06:00:00+01:00,361.0,3235.0,1098.0,,212.0,,2304.0,5642.0,1021.0,,45265.0,0.0,240.0,5179.0,,
2022-01-08 07:00:00+01:00,360.0,3451.0,1116.0,,213.0,,2350.0,5692.0,822.0,,45195.0,0.0,240.0,5829.0,,
2022-01-08 08:00:00+01:00,359.0,3602.0,1151.0,,213.0,,1737.0,5755.0,766.0,,45242.0,249.0,236.0,6606.0,,
2022-01-08 09:00:00+01:00,361.0,3613.0,821.0,,213.0,,378.0,5895.0,838.0,,45412.0,719.0,238.0,7612.0,,
2022-01-08 10:00:00+01:00,357.0,3616.0,734.0,,213.0,336.0,,5949.0,911.0,,45359.0,1641.0,236.0,8460.0,,
2022-01-08 11:00:00+01:00,358.0,3552.0,719.0,,213.0,258.0,,5813.0,1096.0,,45350.0,2285.0,247.0,9817.0,,
2022-01-08 12:00:00+01:00,357.0,3599.0,767.0,,212.0,285.0,,5725.0,1581.0,,45275.0,2717.0,246.0,11374.0,,
2022-01-08 13:00:00+01:00,355.0,3609.0,1079.0,,213.0,,238.0,5623.0,1140.0,,45181.0,2639.0,239.0,12482.0,,
2022-01-08 14:00:00+01:00,356.0,3577.0,1141.0,,213.0,,1793.0,5466.0,665.0,,45311.0,1993.0,236.0,12911.0,,
2022-01-08 15:00:00+01:00,355.0,3639.0,1174.0,,212.0,,2439.0,5440.0,624.0,,45279.0,1172.0,239.0,13083.0,,
2022-01-08 16:00:00+01:00,356.0,3684.0,1171.0,,212.0,,2160.0,5558.0,867.0,,45514.0,504.0,239.0,13291.0,,
2022-01-08 17:00:00+01:00,357.0,3772.0,1178.0,,213.0,,864.0,6079.0,764.0,,46004.0,214.0,235.0,13318.0,,
2022-01-08 18:00:00+01:00,354.0,3724.0,1163.0,,213.0,566.0,,6227.0,1378.0,,46680.0,0.0,235.0,13373.0,,
2022-01-08 19:00:00+01:00,354.0,3754.0,1172.0,,213.0,884.0,,5990.0,1320.0,,46781.0,0.0,238.0,13257.0,,
2022-01-08 20:00:00+01:00,353.0,3659.0,1138.0,,213.0,,654.0,5552.0,909.0,,46634.0,0.0,239.0,13508.0,,
2022-01-08 21:00:00+01:00,351.0,3039.0,1166.0,,212.0,,1998.0,5392.0,987.0,,46435.0,0.0,234.0,13436.0,,
2022-01-08 22:00:00+01:00,351.0,2823.0,1144.0,,213.0,,1725.0,5436.0,1508.0,,46213.0,0.0,237.0,13172.0,,
