,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
2022-10-26 19:00:00+02:00,323.0,5217.0,329.0,,164.0,3429.0,,3975.0,1174.0,,28807.0,167.0,110.0,2427.0,,
2022-10-26 20:00:00+02:00,322.0,5433.0,334.0,,164.0,3113.0,,3879.0,1428.0,,28804.0,0.0,111.0,3234.0,,
2022-10-26 21:00:00+02:00,320.0,5213.0,335.0,,162.0,1702.0,,3509.0,441.0,,28838.0,0.0,114.0,4086.0,,
2022-10-26 22:00:00+02:00,319.0,4903.0,318.0,,161.0,1244.0,,3386.0,415.0,,28884.0,0.0,111.0,4660.0,,
2022-10-26 23:00:00+02:00,324.0,4686.0,46.0,,162.0,364.0,,3270.0,404.0,,28715.0,0.0,112.0,5355.0,,
2022-10-27 00:00:00+02:00,324.0,3378.0,14.0,,162.0,,800.0,3162.0,448.0,,27640.0,0.0,111.0,6292.0,,
2022-10-27 01:00:00+02:00,322.0,2726.0,14.0,,162.0,,1365.0,3125.0,647.0,,27574.0,0.0,114.0,6892.0,,
2022-10-27 02:00:00+02:00,324.0,2859.0,13.0,,162.0,,1559.0,3082.0,645.0,,27537.0,0.0,114.0,6977.0,,
2022-10-27 03:00:00+02:00,320.0,2780.0,13.0,,162.0,,2166.0,3059.0,864.0,,27568.0,0.0,114.0,7103.0,,
2022-10-27 04:00:00+02:00,321.0,2850.0,14.0,,162.0,,2904.0,3030.0,527.0,,27689.0,0.0,114.0,7076.0,,
2022-10-27 05:00:00+02:00,320.0,3046.0,14.0,,162.0,,1804.0,2931.0,735.0,,27734.0,0.0,114.0,6692.0,,
2022-10-27 06:00:00+02:00,322.0,4151.0,14.0,,160.0,691.0,,2947.0,1445.0,,28181.0,0.0,114.0,6944.0,,
2022-10-27 07:00:00+02:00,324.0,5352.0,14.0,,162.0,686.0,,3205.0,1166.0,,28988.0,0.0,112.0,7420.0,,
2022-10-27 08:00:00+02:00,322.0,5697.0,15.0,,162.0,988.0,,3344.0,1338.0,,28930.0,239.0,112.0,7673.0,,
2022-10-27 09:00:00+02:00,318.0,5762.0,15.0,,161.0,870.0,,3327.0,1226.0,,28579.0,959.0,112.0,7469.0,,
2022-10-27 10:00:00+02:00,314.0,5720.0,15.0,,162.0,328.0,,3234.0,1056.0,,28557.0,2614.0,110.0,6912.0,,
2022-10-27 11:00:00+02:00,310.0,5603.0,15.0,,162.0,191.0,,3122.0,1156.0,,28532.0,4055.0,111.0,6042.0,,
2022-10-27 12:00:00+02:00,308.0,5284.0,15.0,,162.0,440.0,,3168.0,1265.0,,28423.0,4932.0,106.0,5274.0,,
2022-10-27 13:00:00+02:00,306.0,5232.0,16.0,,162.0,286.0,,3260.0,945.0,,28393.0,5383.0,105.0,4634.0,,
2022-10-27 14:00:00+02:00,306.0,5630.0,16.0,,162.0,244.0,,3229.0,907.0,,28443.0,4742.0,104.0,4173.0,,
2022-10-27 15:00:00+02:00,307.0,5539.0,17.0,,162.0,198.0,,3193.0,942.0,,28438.0,3821.0,108.0,3991.0,,
2022-10-27 16:00:00+02:00,307.0,5475.0,17.0,,162.0,,77.0,3313.0,1077.0,,28356.0,2672.0,111.0,4236.0,,
2022-10-27 17:00:00+02:00,307.0,5352.0,17.0,,162.0,449.0,,3340.0,982.0,,28316.0,1188.0,112.0,4802.0,,
2022-10-27 18:00:00+02:00,307.0,5272.0,17.0,,162.0,1067.0,,3468.0,1163.0,,28695.0,333.0,116.0,6065.0,,
2022-10-27 19:00:00+02:00,310.0,4828.0,18.0,,161.0,1400.0,,3589.0,1237.0,,28701.0,167.0,115.0,7162.0,,
2022-10-27 20:00:00+02:00,308.0,4686.0,19.0,,162.0,1397.0,,3359.0,1156.0,,28761.0,0.0,113.0,7572.0,,
2022-10-27 21:00:00+02:00,307.0,4718.0,19.0,,161.0,867.0,,3158.0,700.0,,28662.0,0.0,112.0,7933.0,,
2022-10-27 22:00:00+02:00,308.0,4941.0,19.0,,161.0,328.0,,3006.0,254.0,,28687.0,0.0,114.0,7686.0,,
2022-10-27 23:00:00+02:00,308.0,4765.0,19.0,,160.0,,251.0,2823.0,382.0,,28718.0,0.0,114.0,7394.0,,
2022-10-28 00:00:00+02:00,308.0,4455.0,12.0,,158.0,,771.0,2955.0,529.0,,28655.0,0.0,114.0,7352.0,,
2022-10-28 01:00:00+02:00,307.0,4368.0,12.0,,162.0,,1669.0,3042.0,240.0,,28525.0,0.0,114.0,7303.0,,
2022-10-28 02:00:00+02:00,307.0,4400.0,12.0,,162.0,,2194.0,2956.0,339.0,,28350.0,0.0,114.0,7703.0,,
2022-10-28 03:00:00+02:00,307.0,4332.0,12.0,,162.0,,2922.0,2832.0,344.0,,28691.0,0.0,113.0,8025.0,,
2022-10-28 04:00:00+02:00,305.0,4499.0,12.0,,162.0,,3261.0,2680.0,455.0,,28818.0,0.0,116.0,8101.0,,
2022-10-28 05:00:00+02:00,312.0,5616.0,12.0,,162.0,,2989.0,2550.0,540.0,,28816.0,0.0,113.0,7910.0,,
2022-10-28 06:00:00+02:00,308.0,6071.0,12.0,,162.0,,1476.0,2609.0,885.0,,28820.0,0.0,112.0,7972.0,,
2022-10-28 07:00:00+02:00,304.0,6017.0,12.0,,162.0,1610.0,,2867.0,1038.0,,28823.0,0.0,113.0,8384.0,,
2022-10-28 08:00:00+02:00,306.0,6011.0,12.0,,162.0,1944.0,,3193.0,926.0,,28868.0,229.0,113.0,8681.0,,
2022-10-28 09:00:00+02:00,307.0,6172.0,12.0,,225.0,2118.0,,3251.0,831.0,,28887.0,1044.0,114.0,7983.0,,
2022-10-28 10:00:00+02:00,314.0,6382.0,12.0,,311.0,798.0,,3160.0,534.0,,28896.0,2854.0,112.0,6681.0,,
2022-10-28 11:00:00+02:00,315.0,6145.0,12.0,,241.0,107.0,,2983.0,651.0,,28864.0,4271.0,112.0,5310.0,,
2022-10-28 12:00:00+02:00,315.0,5835.0,12.0,,161.0,,908.0,3095.0,820.0,,28781.0,5286.0,107.0,4167.0,,
2022-10-28 13:00:00+02:00,311.0,5618.0,12.0,,162.0,,874.0,2990.0,471.0,,28695.0,5703.0,108.0,3487.0,,
2022-10-28 14:00:00+02:00,310.0,5318.0,12.0,,162.0,,1342.0,2951.0,355.0,,28788.0,5602.0,110.0,3207.0,,
2022-10-28 15:00:00+02:00,309.0,5331.0,12.0,,162.0,,424.0,2953.0,447.0,,28778.0,4750.0,111.0,2746.0,,
2022-10-28 16:00:00+02:00,312.0,5189.0,12.0,,162.0,113.0,,2819.0,552.0,,28780.0,3236.0,112.0,2380.0,,
2022-10-28 17:00:00+02:00,312.0,4985.0,12.0,,162.0,802.0,,3061.0,716.0,,28796.0,1442.0,111.0,2099.0,,
2022-10-28 18:00:00+02:00,313.0,4899.0,12.0,,162.0,1330.0,,3362.0,933.0,,28779.0,353.0,112.0,2211.0,,
2022-10-28 19:00:00+02:00,310.0,5482.0,12.0,,162.0,1745.0,,3532.0,1008.0,,28671.0,167.0,111.0,2401.0,,
2022-10-28 20:00:00+02:00,308.0,5854.0,12.0,,162.0,1911.0,,3318.0,729.0,,28694.0,0.0,110.0,2583.0,,
2022-10-28 21:00:00+02:00,305.0,5433.0,12.0,,162.0,837.0,,3107.0,426.0,,28699.0,0.0,112.0,2678.0,,
2022-10-28 22:00:00+02:00,305.0,4920.0,12.0,,161.0,30.0,,2896.0,352.0,,28285.0,0.0,112.0,2893.0,,
2022-10-28 23:00:00+02:00,306.0,4988.0,19.0,,160.0,,1054.0,2722.0,320.0,,27411.0,0.0,112.0,3284.0,,
2022-10-29 00:00:00+02:00,306.0,4619.0,19.0,,161.0,506.0,,2772.0,963.0,,26430.0,0.0,108.0,3775.0,,
2022-10-29 01:00:00+02:00,307.0,4838.0,20.0,,163.0,706.0,,2778.0,398.0,,25921.0,0.0,109.0,4014.0,,
2022-10-29 02:00:00+02:00,308.0,4988.0,20.0,,163.0,605.0,,2724.0,352.0,,25717.0,0.0,111.0,4577.0,,
2022-10-29 03:00:00+02:00,307.0,4806.0,20.0,,163.0,,480.0,2600.0,417.0,,25458.0,0.0,112.0,5037.0,,
2022-10-29 04:00:00+02:00,308.0,5209.0,20.0,,163.0,,1405.0,2559.0,564.0,,25812.0,0.0,112.0,5270.0,,
2022-10-29 05:00:00+02:00,306.0,5337.0,21.0,,163.0,,1343.0,2641.0,470.0,,25837.0,0.0,112.0,5600.0,,
2022-10-29 06:00:00+02:00,308.0,5306.0,21.0,,163.0,,823.0,2559.0,551.0,,25888.0,0.0,109.0,6060.0,,
2022-10-29 07:00:00+02:00,311.0,5259.0,22.0,,163.0,206.0,,2560.0,627.0,,25870.0,0.0,108.0,6609.0,,
2022-10-29 08:00:00+02:00,309.0,5601.0,23.0,,162.0,854.0,,2686.0,877.0,,25822.0,233.0,108.0,6960.0,,
2022-10-29 09:00:00+02:00,308.0,5715.0,23.0,,163.0,906.0,,2658.0,899.0,,25517.0,964.0,106.0,7328.0,,
2022-10-29 10:00:00+02:00,307.0,5684.0,24.0,,162.0,589.0,,2545.0,550.0,,25284.0,2654.0,106.0,7303.0,,
2022-10-29 11:00:00+02:00,308.0,5701.0,23.0,,162.0,261.0,,2521.0,352.0,,25245.0,4191.0,106.0,6540.0,,
2022-10-29 12:00:00+02:00,308.0,5208.0,23.0,,163.0,,1178.0,2443.0,292.0,,25117.0,5082.0,106.0,6023.0,,
2022-10-29 13:00:00+02:00,306.0,5113.0,23.0,,163.0,,1954.0,2294.0,277.0,,25090.0,5320.0,108.0,5607.0,,
2022-10-29 14:00:00+02:00,310.0,5112.0,23.0,,163.0,,2141.0,2384.0,231.0,,25075.0,5373.0,108.0,5276.0,,
2022-10-29 15:00:00+02:00,308.0,5531.0,26.0,,163.0,,279.0,2462.0,386.0,,25171.0,4579.0,106.0,4801.0,,
2022-10-29 16:00:00+02:00,310.0,5238.0,27.0,,163.0,330.0,,2445.0,414.0,,25102.0,3173.0,109.0,4743.0,,
2022-10-29 17:00:00+02:00,313.0,5324.0,28.0,,163.0,1035.0,,2688.0,620.0,,25091.0,1418.0,108.0,4791.0,,
2022-10-29 18:00:00+02:00,311.0,5411.0,28.0,,163.0,1650.0,,2848.0,1059.0,,25210.0,360.0,111.0,5012.0,,
2022-10-29 19:00:00+02:00,310.0,5743.0,28.0,,162.0,2792.0,,2917.0,1267.0,,25175.0,164.0,111.0,5401.0,,
2022-10-29 20:00:00+02:00,309.0,5831.0,29.0,,162.0,1821.0,,2688.0,701.0,,25176.0,0.0,108.0,5475.0,,
2022-10-29 21:00:00+02:00,308.0,5963.0,29.0,,163.0,1237.0,,2413.0,184.0,,25301.0,0.0,106.0,5236.0,,
2022-10-29 22:00:00+02:00,307.0,5812.0,29.0,,162.0,619.0,,2250.0,,134.0,25222.0,0.0,107.0,4456.0,,
2022-10-29 23:00:00+02:00,310.0,5691.0,29.0,,163.0,390.0,,2121.0,,147.0,25210.0,0.0,108.0,3991.0,,
2022-10-30 00:00:00+02:00,309.0,5659.0,0.0,,144.0,,522.0,2060.0,,4.0,24657.0,0.0,107.0,3661.0,,
2022-10-30 01:00:00+02:00,311.0,5649.0,0.0,,144.0,,732.0,2071.0,,41.0,24121.0,0.0,106.0,3350.0,,
2022-10-30 02:00:00+02:00,311.0,5142.0,0.0,,144.0,,1116.0,2141.0,0.0,,23917.0,0.0,107.0,3256.0,,
2022-10-30 02:00:00+01:00,311.0,4635.0,0.0,,144.0,,1499.0,2211.0,,54.0,23712.0,0.0,107.0,3161.0,,
2022-10-30 03:00:00+01:00,312.0,4345.0,0.0,,144.0,,1750.0,2202.0,,25.0,23885.0,0.0,109.0,3125.0,,
2022-10-30 04:00:00+01:00,313.0,5081.0,0.0,,144.0,,1911.0,2169.0,89.0,,23933.0,0.0,109.0,3162.0,,
2022-10-30 05:00:00+01:00,311.0,5014.0,0.0,,144.0,,1878.0,2038.0,,16.0,23975.0,0.0,108.0,3287.0,,
2022-10-30 06:00:00+01:00,310.0,5420.0,0.0,,144.0,,2082.0,1857.0,,87.0,24086.0,0.0,105.0,3582.0,,
2022-10-30 07:00:00+01:00,309.0,5807.0,0.0,,144.0,,2458.0,1863.0,,84.0,23934.0,216.0,103.0,4043.0,,
2022-10-30 08:00:00+01:00,310.0,5601.0,0.0,,144.0,,1890.0,2023.0,,20.0,24003.0,946.0,104.0,4210.0,,
2022-10-30 09:00:00+01:00,311.0,5476.0,0.0,,144.0,,2656.0,2070.0,,77.0,23962.0,2832.0,106.0,4059.0,,
2022-10-30 10:00:00+01:00,312.0,5413.0,0.0,,144.0,,3296.0,2056.0,,28.0,23973.0,4490.0,107.0,3682.0,,
2022-10-30 11:00:00+01:00,314.0,5354.0,0.0,,144.0,,3369.0,1947.0,,9.0,24111.0,5520.0,106.0,3313.0,,
2022-10-30 12:00:00+01:00,309.0,5533.0,0.0,,144.0,,2906.0,1933.0,,65.0,24179.0,6068.0,106.0,3274.0,,
2022-10-30 13:00:00+01:00,308.0,5484.0,0.0,,144.0,,2629.0,2007.0,45.0,,23986.0,5742.0,107.0,3051.0,,
2022-10-30 14:00:00+01:00,308.0,4971.0,0.0,,144.0,,2040.0,2134.0,21.0,,23985.0,4930.0,106.0,2863.0,,
2022-10-30 15:00:00+01:00,308.0,5575.0,0.0,,144.0,,199.0,2169.0,168.0,,24311.0,3302.0,106.0,2430.0,,
2022-10-30 16:00:00+01:00,309.0,5555.0,0.0,,144.0,559.0,,2259.0,416.0,,24139.0,1361.0,109.0,2091.0,,
2022-10-30 17:00:00+01:00,310.0,5943.0,0.0,,144.0,1982.0,,2451.0,868.0,,24307.0,342.0,105.0,1885.0,,
2022-10-30 18:00:00+01:00,310.0,6160.0,0.0,,144.0,3098.0,,2810.0,1061.0,,24411.0,165.0,106.0,1795.0,,
2022-10-30 19:00:00+01:00,310.0,6171.0,0.0,,144.0,3105.0,,2699.0,742.0,,24741.0,0.0,108.0,1944.0,,
2022-10-30 20:00:00+01:00,311.0,5468.0,0.0,,144.0,1506.0,,2509.0,528.0,,25588.0,0.0,108.0,2169.0,,
2022-10-30 21:00:00+01:00,307.0,4707.0,0.0,,144.0,861.0,,2378.0,181.0,,25843.0,0.0,106.0,2353.0,,
2022-10-30 22:00:00+01:00,308.0,4574.0,0.0,,144.0,581.0,,2254.0,57.0,,25987.0,0.0,107.0,2356.0,,
2022-10-30 23:00:00+01:00,309.0,4600.0,0.0,,144.0,219.0,,2218.0,127.0,,26601.0,0.0,107.0,2154.0,,
2022-10-31 00:00:00+01:00,313.0,4444.0,24.0,,163.0,,314.0,2103.0,17.0,,26210.0,0.0,107.0,2058.0,,
2022-10-31 01:00:00+01:00,313.0,4093.0,25.0,,163.0,,473.0,1967.0,,53.0,26413.0,0.0,107.0,2022.0,,
2022-10-31 02:00:00+01:00,310.0,4073.0,26.0,,163.0,,1057.0,2040.0,,60.0,26500.0,0.0,108.0,2037.0,,
2022-10-31 03:00:00+01:00,309.0,4077.0,27.0,,163.0,,2023.0,2072.0,20.0,,26292.0,0.0,107.0,2120.0,,
2022-10-31 04:00:00+01:00,311.0,4285.0,27.0,,163.0,,2092.0,2094.0,59.0,,26266.0,0.0,108.0,2187.0,,
2022-10-31 05:00:00+01:00,307.0,4637.0,26.0,,163.0,,201.0,2072.0,374.0,,26212.0,0.0,105.0,2643.0,,
2022-10-31 06:00:00+01:00,309.0,5644.0,26.0,,163.0,985.0,,2261.0,537.0,,26858.0,0.0,102.0,2987.0,,
2022-10-31 07:00:00+01:00,314.0,5575.0,27.0,,163.0,1343.0,,2467.0,878.0,,27034.0,210.0,102.0,3461.0,,
2022-10-31 08:00:00+01:00,315.0,5948.0,28.0,,164.0,1415.0,,2756.0,1019.0,,27178.0,902.0,101.0,4203.0,,
2022-10-31 09:00:00+01:00,314.0,6105.0,30.0,,298.0,1912.0,,2592.0,1027.0,,27297.0,2651.0,92.0,4689.0,,
2022-10-31 10:00:00+01:00,313.0,6070.0,31.0,,364.0,1769.0,,2404.0,616.0,,27493.0,4128.0,100.0,4671.0,,
2022-10-31 11:00:00+01:00,313.0,5904.0,31.0,,365.0,1739.0,,2311.0,533.0,,27915.0,5000.0,103.0,4615.0,,
2022-10-31 12:00:00+01:00,314.0,5899.0,31.0,,365.0,1682.0,,2249.0,488.0,,27939.0,5373.0,101.0,5197.0,,
2022-10-31 13:00:00+01:00,315.0,5792.0,31.0,,365.0,1351.0,,2338.0,442.0,,27911.0,4843.0,104.0,5684.0,,
2022-10-31 14:00:00+01:00,313.0,5919.0,31.0,,365.0,1529.0,,2331.0,453.0,,27890.0,3680.0,101.0,6331.0,,
2022-10-31 15:00:00+01:00,313.0,6207.0,31.0,,365.0,2405.0,,2623.0,480.0,,28017.0,2220.0,100.0,6894.0,,
2022-10-31 16:00:00+01:00,309.0,6033.0,30.0,,365.0,2575.0,,2868.0,891.0,,27835.0,893.0,100.0,7775.0,,
2022-10-31 17:00:00+01:00,311.0,5928.0,30.0,,365.0,2471.0,,3316.0,1124.0,,27541.0,265.0,102.0,9729.0,,
2022-10-31 18:00:00+01:00,310.0,5960.0,29.0,,484.0,2144.0,,3528.0,1363.0,,27425.0,166.0,103.0,10776.0,,
2022-10-31 19:00:00+01:00,309.0,5943.0,29.0,,557.0,1824.0,,3370.0,1150.0,,27620.0,0.0,95.0,12213.0,,
2022-10-31 20:00:00+01:00,305.0,4495.0,28.0,,557.0,412.0,,3048.0,686.0,,27890.0,0.0,97.0,12925.0,,
2022-10-31 21:00:00+01:00,307.0,4398.0,27.0,,622.0,108.0,,2733.0,455.0,,26852.0,0.0,96.0,12767.0,,
2022-10-31 22:00:00+01:00,306.0,4121.0,27.0,,637.0,317.0,,2633.0,170.0,,26680.0,0.0,103.0,12434.0,,
2022-10-31 23:00:00+01:00,308.0,3330.0,25.0,,637.0,,375.0,2584.0,78.0,,26145.0,0.0,103.0,12347.0,,
2022-11-01 00:00:00+01:00,304.0,2433.0,22.0,,774.0,,691.0,2554.0,116.0,,25655.0,0.0,125.0,11987.0,,
2022-11-01 01:00:00+01:00,302.0,1969.0,23.0,,799.0,,368.0,2381.0,124.0,,25077.0,0.0,127.0,11541.0,,
2022-11-01 02:00:00+01:00,302.0,2612.0,24.0,,354.0,,1179.0,2357.0,142.0,,25024.0,0.0,128.0,11072.0,,
2022-11-01 03:00:00+01:00,304.0,2550.0,25.0,,199.0,,2542.0,2477.0,75.0,,24649.0,0.0,129.0,11349.0,,
2022-11-01 04:00:00+01:00,302.0,2106.0,27.0,,199.0,,3272.0,2592.0,54.0,,24393.0,0.0,127.0,11240.0,,
2022-11-01 05:00:00+01:00,301.0,2052.0,28.0,,199.0,,3347.0,2749.0,57.0,,24823.0,0.0,126.0,10621.0,,
2022-11-01 06:00:00+01:00,303.0,2070.0,28.0,,199.0,,2565.0,2852.0,222.0,,25218.0,0.0,122.0,10426.0,,
2022-11-01 07:00:00+01:00,303.0,2438.0,27.0,,199.0,,2142.0,2913.0,105.0,,25424.0,192.0,121.0,10306.0,,
2022-11-01 08:00:00+01:00,300.0,2574.0,26.0,,199.0,,2036.0,3049.0,203.0,,25699.0,720.0,122.0,10080.0,,
2022-11-01 09:00:00+01:00,298.0,2623.0,24.0,,199.0,,1750.0,3194.0,295.0,,25772.0,2463.0,118.0,9505.0,,
2022-11-01 10:00:00+01:00,297.0,2718.0,23.0,,198.0,,2448.0,2972.0,354.0,,25691.0,4819.0,115.0,9439.0,,
2022-11-01 11:00:00+01:00,298.0,2539.0,22.0,,198.0,,2578.0,2920.0,403.0,,25180.0,6237.0,117.0,10357.0,,
2022-11-01 12:00:00+01:00,297.0,2397.0,21.0,,198.0,,2604.0,3019.0,431.0,,24887.0,6638.0,115.0,11198.0,,
2022-11-01 13:00:00+01:00,298.0,2360.0,21.0,,198.0,,2586.0,3010.0,353.0,,24621.0,6480.0,116.0,11616.0,,
2022-11-01 14:00:00+01:00,299.0,2886.0,21.0,,199.0,,2340.0,3024.0,365.0,,24703.0,5391.0,120.0,11618.0,,
2022-11-01 15:00:00+01:00,296.0,3619.0,21.0,,199.0,,1921.0,2981.0,441.0,,25178.0,3820.0,121.0,10992.0,,
2022-11-01 16:00:00+01:00,302.0,4428.0,21.0,,199.0,,1371.0,3028.0,515.0,,26261.0,1732.0,122.0,10043.0,,
2022-11-01 17:00:00+01:00,307.0,5261.0,21.0,,199.0,545.0,,3282.0,526.0,,26481.0,379.0,122.0,9689.0,,
2022-11-01 18:00:00+01:00,303.0,5289.0,21.0,,199.0,1619.0,,3493.0,523.0,,27065.0,167.0,122.0,10404.0,,
2022-11-01 19:00:00+01:00,300.0,5387.0,21.0,,198.0,1396.0,,3570.0,519.0,,27186.0,0.0,122.0,10826.0,,
2022-11-01 20:00:00+01:00,299.0,5286.0,22.0,,198.0,1244.0,,3333.0,420.0,,27038.0,0.0,116.0,11243.0,,
2022-11-01 21:00:00+01:00,301.0,4834.0,23.0,,198.0,,260.0,3135.0,264.0,,27151.0,0.0,122.0,11471.0,,
2022-11-01 22:00:00+01:00,301.0,4548.0,24.0,,199.0,,979.0,3083.0,200.0,,26860.0,0.0,123.0,11096.0,,
2022-11-01 23:00:00+01:00,300.0,4766.0,25.0,,198.0,,1389.0,2948.0,96.0,,26428.0,0.0,124.0,10648.0,,
2022-11-02 00:00:00+01:00,301.0,4739.0,39.0,,198.0,,2025.0,3002.0,57.0,,24827.0,0.0,124.0,10093.0,,
2022-11-02 01:00:00+01:00,301.0,4655.0,40.0,,198.0,,1855.0,2907.0,8.0,,23268.0,0.0,127.0,9528.0,,
2022-11-02 02:00:00+01:00,300.0,4983.0,41.0,,198.0,,2437.0,2830.0,4.0,,23356.0,0.0,125.0,8854.0,,
2022-11-02 03:00:00+01:00,300.0,4908.0,41.0,,199.0,,2753.0,2831.0,44.0,,22867.0,0.0,125.0,7906.0,,
2022-11-02 04:00:00+01:00,298.0,5122.0,41.0,,198.0,,2650.0,2869.0,30.0,,22902.0,0.0,125.0,7163.0,,
2022-11-02 05:00:00+01:00,297.0,5805.0,41.0,,199.0,,1414.0,3009.0,,2.0,23360.0,0.0,123.0,6310.0,,
2022-11-02 06:00:00+01:00,299.0,6656.0,41.0,,198.0,1560.0,,3147.0,134.0,,24222.0,0.0,122.0,5634.0,,
2022-11-02 07:00:00+01:00,299.0,6916.0,40.0,,199.0,2610.0,,3309.0,346.0,,25933.0,212.0,120.0,5197.0,,
2022-11-02 08:00:00+01:00,300.0,7112.0,39.0,,199.0,3048.0,,3404.0,460.0,,26778.0,987.0,118.0,4420.0,,
2022-11-02 09:00:00+01:00,306.0,7038.0,37.0,,198.0,2078.0,,3370.0,617.0,,28114.0,3129.0,119.0,3527.0,,
2022-11-02 10:00:00+01:00,306.0,6710.0,36.0,,199.0,583.0,,3348.0,368.0,,28584.0,5174.0,117.0,2974.0,,
2022-11-02 11:00:00+01:00,307.0,6369.0,36.0,,199.0,156.0,,3268.0,470.0,,28609.0,6678.0,117.0,3220.0,,
2022-11-02 12:00:00+01:00,306.0,5720.0,36.0,,198.0,,617.0,3002.0,448.0,,28315.0,7419.0,120.0,4618.0,,
2022-11-02 13:00:00+01:00,300.0,5802.0,36.0,,198.0,,1699.0,2812.0,418.0,,28550.0,7248.0,120.0,5624.0,,
2022-11-02 14:00:00+01:00,298.0,6155.0,36.0,,199.0,,1749.0,2684.0,389.0,,28731.0,6245.0,117.0,5947.0,,
2022-11-02 15:00:00+01:00,279.0,6461.0,36.0,,199.0,,1327.0,2747.0,347.0,,28829.0,4284.0,118.0,5754.0,,
2022-11-02 16:00:00+01:00,274.0,6803.0,36.0,,199.0,962.0,,3162.0,382.0,,28842.0,1740.0,116.0,5300.0,,
2022-11-02 17:00:00+01:00,271.0,6911.0,36.0,,199.0,2329.0,,3475.0,749.0,,28745.0,373.0,116.0,5506.0,,
2022-11-02 18:00:00+01:00,270.0,6701.0,36.0,,199.0,2435.0,,3912.0,886.0,,28633.0,190.0,122.0,6488.0,,
2022-11-02 19:00:00+01:00,270.0,6577.0,36.0,,198.0,2467.0,,4105.0,811.0,,28723.0,0.0,121.0,7412.0,,
2022-11-02 20:00:00+01:00,272.0,6553.0,36.0,,198.0,2307.0,,3648.0,511.0,,28727.0,0.0,119.0,8074.0,,
2022-11-02 21:00:00+01:00,271.0,6508.0,36.0,,198.0,1711.0,,3246.0,224.0,,28597.0,0.0,121.0,8494.0,,
2022-11-02 22:00:00+01:00,272.0,6501.0,37.0,,199.0,377.0,,3064.0,228.0,,27689.0,0.0,118.0,8419.0,,
2022-11-02 23:00:00+01:00,272.0,6302.0,38.0,,198.0,,526.0,2775.0,290.0,,27180.0,0.0,122.0,8490.0,,
2022-11-03 00:00:00+01:00,270.0,5972.0,39.0,,201.0,,1406.0,2550.0,280.0,,27000.0,0.0,125.0,8681.0,,
2022-11-03 01:00:00+01:00,275.0,5442.0,41.0,,200.0,,1943.0,2419.0,316.0,,26779.0,0.0,128.0,8766.0,,
2022-11-03 02:00:00+01:00,274.0,5049.0,42.0,,200.0,,1976.0,2367.0,265.0,,26524.0,0.0,127.0,8732.0,,
2022-11-03 03:00:00+01:00,276.0,4644.0,43.0,,201.0,,2650.0,2378.0,180.0,,26358.0,0.0,125.0,8613.0,,
2022-11-03 04:00:00+01:00,281.0,4530.0,43.0,,200.0,,3055.0,2399.0,203.0,,26449.0,0.0,126.0,8545.0,,
2022-11-03 05:00:00+01:00,280.0,4840.0,44.0,,200.0,,2729.0,2467.0,140.0,,26708.0,0.0,124.0,8733.0,,
2022-11-03 06:00:00+01:00,279.0,5670.0,44.0,,201.0,,390.0,2763.0,375.0,,27733.0,0.0,120.0,9119.0,,
2022-11-03 07:00:00+01:00,280.0,5521.0,44.0,,201.0,745.0,,3005.0,755.0,,28299.0,221.0,122.0,9578.0,,
2022-11-03 08:00:00+01:00,280.0,5749.0,43.0,,201.0,1315.0,,3139.0,881.0,,28880.0,489.0,121.0,9684.0,,
2022-11-03 09:00:00+01:00,280.0,6293.0,42.0,,200.0,2030.0,,3255.0,749.0,,29000.0,1134.0,120.0,9539.0,,
2022-11-03 10:00:00+01:00,281.0,6954.0,40.0,,201.0,2389.0,,3433.0,659.0,,28945.0,1731.0,114.0,9634.0,,
2022-11-03 11:00:00+01:00,281.0,7170.0,38.0,,201.0,2077.0,,3374.0,578.0,,28742.0,2229.0,115.0,9563.0,,
2022-11-03 12:00:00+01:00,282.0,6963.0,38.0,,201.0,1850.0,,3029.0,512.0,,28897.0,2446.0,113.0,9549.0,,
2022-11-03 13:00:00+01:00,282.0,6768.0,37.0,,201.0,1600.0,,2941.0,647.0,,28981.0,2350.0,112.0,9793.0,,
2022-11-03 14:00:00+01:00,275.0,7041.0,36.0,,201.0,2649.0,,3005.0,908.0,,28996.0,2233.0,112.0,9532.0,,
2022-11-03 15:00:00+01:00,270.0,6776.0,35.0,,201.0,2632.0,,3209.0,1485.0,,29001.0,1605.0,112.0,8874.0,,
2022-11-03 16:00:00+01:00,277.0,6629.0,36.0,,201.0,2328.0,,3358.0,895.0,,29034.0,880.0,110.0,8529.0,,
2022-11-03 17:00:00+01:00,278.0,6545.0,39.0,,201.0,1617.0,,3802.0,849.0,,28986.0,317.0,123.0,8628.0,,
