Date,Close,High,Low,Open,Volume
2022-03-30,118.97000122070312,118.97000122070312,118.97000122070312,118.97000122070312,0
2022-03-31,125.90599822998047,125.90599822998047,125.90599822998047,125.90599822998047,0
2022-04-01,112.1500015258789,114.75,112.1500015258789,114.75,26
2022-04-04,109.52300262451172,109.52300262451172,109.52300262451172,109.52300262451172,5
2022-04-05,108.56400299072266,108.56400299072266,108.13999938964844,108.13999938964844,4
2022-04-06,106.79100036621094,106.79100036621094,106.79100036621094,106.79100036621094,0
2022-04-07,104.56400299072266,104.56400299072266,104.56400299072266,104.56400299072266,0
2022-04-08,103.88200378417969,103.88200378417969,103.88200378417969,103.88200378417969,0
2022-04-11,100.13700103759766,100.13700103759766,100.13700103759766,100.13700103759766,0
2022-04-12,102.21900177001953,103.75,102.21900177001953,103.75,1
2022-04-13,105.3239974975586,105.3239974975586,105.3239974975586,105.3239974975586,0
2022-04-14,95.62000274658203,95.62000274658203,95.62000274658203,95.62000274658203,0
2022-04-18,95.62000274658203,95.62000274658203,95.62000274658203,95.62000274658203,0
2022-04-19,93.76799774169922,93.76799774169922,93.76799774169922,93.76799774169922,0
2022-04-20,94.23100280761719,96.75,94.23100280761719,96.75,1
2022-04-21,100.06099700927734,100.06099700927734,100.06099700927734,100.06099700927734,0
2022-04-22,94.875,94.875,94.875,94.875,0
2022-04-25,92.83699798583984,92.83699798583984,92.83699798583984,92.83699798583984,0
2022-04-26,103.20800018310547,103.20800018310547,103.20800018310547,103.20800018310547,0
2022-04-27,107.427001953125,107.427001953125,107.427001953125,107.427001953125,0
2022-04-28,100.14199829101562,100.14199829101562,100.14199829101562,100.14199829101562,0
2022-04-29,99.44999694824219,99.44999694824219,99.44999694824219,99.44999694824219,0
2022-05-02,97.0510025024414,97.0510025024414,97.0510025024414,97.0510025024414,0
2022-05-03,99.4260025024414,99.4260025024414,99.4260025024414,99.4260025024414,0
2022-05-04,103.82099914550781,103.82099914550781,103.82099914550781,103.82099914550781,0
2022-05-05,106.50800323486328,106.50800323486328,106.50800323486328,106.50800323486328,0
2022-05-06,101.70800018310547,101.70800018310547,101.70800018310547,101.70800018310547,0
2022-05-09,93.78700256347656,96.31500244140625,93.78700256347656,96.31500244140625,52
2022-05-10,98.8010025024414,98.8010025024414,98.8010025024414,98.8010025024414,0
2022-05-11,94.01200103759766,94.01200103759766,94.01200103759766,94.01200103759766,0
2022-05-12,106.70099639892578,106.70099639892578,106.70099639892578,106.70099639892578,0
2022-05-13,96.88099670410156,96.88099670410156,96.88099670410156,96.88099670410156,0
2022-05-16,92.86000061035156,92.86000061035156,92.86000061035156,92.86000061035156,0
2022-05-17,94.17500305175781,94.17500305175781,94.17500305175781,94.17500305175781,0
2022-05-18,94.53800201416016,96.4749984741211,94.53800201416016,96.4749984741211,5
2022-05-19,91.02400207519531,91.02400207519531,91.02400207519531,91.02400207519531,0
2022-05-20,87.9020004272461,87.9020004272461,87.9020004272461,87.9020004272461,0
2022-05-23,83.28800201416016,85.22000122070312,83.28800201416016,85.22000122070312,5
2022-05-24,84.50700378417969,86.875,84.50700378417969,86.875,5
2022-05-25,88.0780029296875,88.0780029296875,84.83999633789062,85.625,46
2022-05-26,85.97100067138672,85.97100067138672,85.97100067138672,85.97100067138672,0
2022-05-27,86.875,86.875,86.25,86.25,0
2022-05-31,94.00399780273438,94.00399780273438,94.00399780273438,94.00399780273438,0
2022-06-01,85.5510025024414,85.5510025024414,85.5510025024414,85.5510025024414,0
2022-06-02,83.94499969482422,83.94499969482422,83.94499969482422,83.94499969482422,0
2022-06-03,83.10099792480469,83.10099792480469,83.10099792480469,83.10099792480469,0
2022-06-06,82.55799865722656,83.00499725341797,82.55799865722656,83.00499725341797,15
2022-06-07,79.60800170898438,81.0199966430664,79.60800170898438,80.41000366210938,12
2022-06-08,79.40699768066406,79.40699768066406,79.40699768066406,79.40699768066406,0
2022-06-09,84.87999725341797,84.87999725341797,84.87999725341797,84.87999725341797,0
2022-06-10,82.46399688720703,82.46399688720703,82.46399688720703,82.46399688720703,0
2022-06-13,83.4020004272461,83.4020004272461,83.4020004272461,83.4020004272461,0
2022-06-14,97.04000091552734,97.04000091552734,97.04000091552734,97.04000091552734,0
2022-06-15,120.33200073242188,120.33200073242188,120.33200073242188,120.33200073242188,0
2022-06-16,124.36399841308594,124.36399841308594,124.36399841308594,124.36399841308594,0
2022-06-17,117.73799896240234,117.73799896240234,117.73799896240234,117.73799896240234,0
2022-06-21,125.55999755859375,125.55999755859375,125.55999755859375,125.55999755859375,0
2022-06-22,127.1709976196289,127.1709976196289,127.1709976196289,127.1709976196289,0
2022-06-23,133.3470001220703,133.3470001220703,133.3470001220703,133.3470001220703,0
2022-06-24,128.5050048828125,128.5050048828125,128.5050048828125,128.5050048828125,0
2022-06-27,129.45899963378906,129.45899963378906,129.45899963378906,129.45899963378906,0
2022-06-28,129.17599487304688,129.17599487304688,129.17599487304688,129.17599487304688,0
2022-06-29,139.58799743652344,139.58799743652344,139.58799743652344,139.58799743652344,0
2022-06-30,144.51400756835938,144.51400756835938,144.51400756835938,144.51400756835938,0
2022-07-01,147.78399658203125,147.78399658203125,147.78399658203125,147.78399658203125,0
2022-07-05,165.072998046875,165.072998046875,165.072998046875,165.072998046875,0
2022-07-06,170.99899291992188,170.99899291992188,170.99899291992188,170.99899291992188,0
2022-07-07,183.18299865722656,183.18299865722656,183.18299865722656,183.18299865722656,0
2022-07-08,175.21200561523438,175.21200561523438,175.21200561523438,175.21200561523438,0
2022-07-11,164.52000427246094,164.52000427246094,164.52000427246094,164.52000427246094,0
2022-07-12,172.60899353027344,172.60899353027344,172.60899353027344,172.60899353027344,0
2022-07-13,180.5050048828125,180.5050048828125,180.5050048828125,180.5050048828125,0
2022-07-14,175.0330047607422,175.0330047607422,175.0330047607422,175.0330047607422,0
2022-07-15,159.56700134277344,159.56700134277344,159.56700134277344,159.56700134277344,0
2022-07-18,157.25799560546875,157.25799560546875,157.25799560546875,157.25799560546875,0
2022-07-19,154.45700073242188,154.45700073242188,154.45700073242188,154.45700073242188,0
2022-07-20,155.03799438476562,155.03799438476562,155.03799438476562,155.03799438476562,0
2022-07-21,155.60000610351562,155.60000610351562,155.60000610351562,155.60000610351562,0
2022-07-22,159.86399841308594,159.86399841308594,159.86399841308594,159.86399841308594,0
2022-07-25,176.61599731445312,176.61599731445312,176.61599731445312,176.61599731445312,0
2022-07-26,199.91799926757812,199.91799926757812,199.91799926757812,199.91799926757812,0
2022-07-27,205.22500610351562,205.22500610351562,205.22500610351562,205.22500610351562,0
2022-07-28,198.92999267578125,198.92999267578125,198.92999267578125,198.92999267578125,0
2022-07-29,190.9149932861328,190.9149932861328,190.9149932861328,190.9149932861328,0
2022-08-01,200.79400634765625,200.79400634765625,200.79400634765625,200.79400634765625,0
2022-08-02,205.1739959716797,205.1739959716797,205.1739959716797,205.1739959716797,0
2022-08-03,199.19500732421875,199.19500732421875,199.19500732421875,199.19500732421875,0
2022-08-04,199.2480010986328,199.2480010986328,199.2480010986328,199.2480010986328,0
2022-08-05,196.32000732421875,196.32000732421875,196.32000732421875,196.32000732421875,0
2022-08-08,193.05499267578125,193.05499267578125,193.05499267578125,193.05499267578125,0
2022-08-09,192.1840057373047,192.1840057373047,192.1840057373047,192.1840057373047,0
2022-08-10,205.36700439453125,205.36700439453125,205.36700439453125,205.36700439453125,0
2022-08-11,208.11000061035156,208.11000061035156,208.11000061035156,208.11000061035156,0
2022-08-12,206.10800170898438,206.10800170898438,206.10800170898438,206.10800170898438,0
2022-08-15,220.11000061035156,220.11000061035156,220.11000061035156,220.11000061035156,0
2022-08-16,225.91400146484375,225.91400146484375,225.91400146484375,225.91400146484375,0
2022-08-17,225.8350067138672,225.8350067138672,225.8350067138672,225.8350067138672,0
2022-08-18,241.00399780273438,241.00399780273438,241.00399780273438,241.00399780273438,0
2022-08-19,244.5500030517578,244.5500030517578,244.5500030517578,244.5500030517578,0
2022-08-22,276.74798583984375,276.74798583984375,276.74798583984375,276.74798583984375,0
2022-08-23,269.04901123046875,269.04901123046875,269.04901123046875,269.04901123046875,0
2022-08-24,292.1499938964844,292.1499938964844,292.1499938964844,292.1499938964844,0
2022-08-25,321.41400146484375,321.41400146484375,321.41400146484375,321.41400146484375,0
2022-08-26,339.1960144042969,339.1960144042969,339.1960144042969,339.1960144042969,0
2022-08-29,272.6029968261719,272.6029968261719,272.6029968261719,272.6029968261719,0
2022-08-30,252.93699645996094,252.93699645996094,252.93699645996094,252.93699645996094,0
2022-08-31,239.90699768066406,239.90699768066406,239.90699768066406,239.90699768066406,0
2022-09-01,243.00399780273438,243.00399780273438,243.00399780273438,243.00399780273438,0
2022-09-02,214.6649932861328,214.6649932861328,214.6649932861328,214.6649932861328,0
2022-09-06,239.8419952392578,239.8419952392578,239.8419952392578,239.8419952392578,0
2022-09-07,213.88299560546875,213.88299560546875,213.88299560546875,213.88299560546875,0
2022-09-08,220.54100036621094,220.54100036621094,220.54100036621094,220.54100036621094,0
2022-09-09,207.09100341796875,207.09100341796875,207.09100341796875,207.09100341796875,0
2022-09-12,190.58799743652344,190.58799743652344,190.58799743652344,190.58799743652344,0
2022-09-13,198.61199951171875,198.61199951171875,198.61199951171875,198.61199951171875,0
2022-09-14,217.8820037841797,217.8820037841797,217.8820037841797,217.8820037841797,0
2022-09-15,214.2830047607422,214.2830047607422,214.2830047607422,214.2830047607422,5
2022-09-16,187.79299926757812,187.79299926757812,187.79299926757812,187.79299926757812,0
2022-09-19,182.26199340820312,182.26199340820312,182.26199340820312,182.26199340820312,0
2022-09-20,194.25900268554688,194.25900268554688,194.25900268554688,194.25900268554688,0
2022-09-21,189.781005859375,189.781005859375,189.781005859375,189.781005859375,0
2022-09-22,187.46800231933594,187.46800231933594,187.46800231933594,187.46800231933594,0
2022-09-23,185.4949951171875,185.4949951171875,185.4949951171875,185.4949951171875,0
2022-09-26,173.83399963378906,173.83399963378906,173.83399963378906,173.83399963378906,0
2022-09-27,186.0989990234375,186.0989990234375,186.0989990234375,186.0989990234375,0
2022-09-28,207.18699645996094,207.18699645996094,207.18699645996094,207.18699645996094,0
2022-09-29,187.6649932861328,187.6649932861328,187.6649932861328,187.6649932861328,0
2022-09-30,188.8000030517578,188.8000030517578,188.8000030517578,188.8000030517578,0
2022-10-03,169.91200256347656,169.91200256347656,169.91200256347656,169.91200256347656,0
2022-10-04,161.9499969482422,161.9499969482422,161.9499969482422,161.9499969482422,0
2022-10-05,173.6929931640625,173.6929931640625,173.6929931640625,173.6929931640625,0
2022-10-06,175.71200561523438,175.71200561523438,175.71200561523438,175.71200561523438,0
2022-10-07,156.20700073242188,156.20700073242188,156.20700073242188,156.20700073242188,0
2022-10-10,154.1179962158203,154.1179962158203,154.1179962158203,154.1179962158203,0
2022-10-11,156.781005859375,156.781005859375,156.781005859375,156.781005859375,0
2022-10-12,160.19000244140625,160.19000244140625,160.19000244140625,160.19000244140625,0
2022-10-13,153.8090057373047,153.8090057373047,153.8090057373047,153.8090057373047,0
2022-10-14,141.9969940185547,141.9969940185547,141.9969940185547,141.9969940185547,0
2022-10-17,127.97799682617188,127.97799682617188,127.97799682617188,127.97799682617188,0
2022-10-18,113.22200012207031,113.22200012207031,113.22200012207031,113.22200012207031,0
2022-10-19,112.51000213623047,112.51000213623047,112.51000213623047,112.51000213623047,0
2022-10-20,127.14700317382812,127.14700317382812,127.14700317382812,127.14700317382812,0
2022-10-21,113.57599639892578,113.57599639892578,113.57599639892578,113.57599639892578,0
2022-10-24,99.16999816894531,99.16999816894531,99.16999816894531,99.16999816894531,0
2022-10-25,99.79399871826172,99.79399871826172,99.79399871826172,99.79399871826172,0
2022-10-26,104.31999969482422,104.31999969482422,104.31999969482422,104.31999969482422,0
2022-10-27,107.38400268554688,107.38400268554688,107.38400268554688,107.38400268554688,0
2022-10-28,112.24400329589844,112.24400329589844,112.24400329589844,112.24400329589844,0
2022-10-31,123.35199737548828,123.35199737548828,123.35199737548828,123.35199737548828,0
2022-11-01,116.19300079345703,116.19300079345703,116.19300079345703,116.19300079345703,0
2022-11-02,125.86299896240234,125.86299896240234,125.86299896240234,125.86299896240234,0
2022-11-03,125.44499969482422,125.44499969482422,125.44499969482422,125.44499969482422,0
2022-11-04,114.78600311279297,114.78600311279297,114.78600311279297,114.78600311279297,0
2022-11-07,109.68299865722656,109.68299865722656,109.68299865722656,109.68299865722656,0
2022-11-08,118.14700317382812,118.14700317382812,118.14700317382812,118.14700317382812,0
2022-11-09,113.14399719238281,113.14399719238281,113.14399719238281,113.14399719238281,0
2022-11-10,113.4520034790039,113.4520034790039,113.4520034790039,113.4520034790039,0
2022-11-11,97.85299682617188,97.85299682617188,97.85299682617188,97.85299682617188,0
2022-11-14,113.7040023803711,113.7040023803711,113.7040023803711,113.7040023803711,0
2022-11-15,124.10399627685547,124.10399627685547,113.70500183105469,113.70500183105469,0
2022-11-16,113.9000015258789,113.9000015258789,113.9000015258789,113.9000015258789,0
2022-11-17,112.55599975585938,112.55599975585938,112.55599975585938,112.55599975585938,0
2022-11-18,115.50900268554688,115.50900268554688,115.50900268554688,115.50900268554688,0
2022-11-21,116.12799835205078,116.12799835205078,116.12799835205078,116.12799835205078,0
2022-11-22,119.63899993896484,119.63899993896484,119.63899993896484,119.63899993896484,0
2022-11-23,129.6199951171875,129.6199951171875,129.6199951171875,129.6199951171875,0
2022-11-25,124.37000274658203,124.37000274658203,124.37000274658203,124.37000274658203,0
2022-11-28,123.28199768066406,123.28199768066406,123.28199768066406,123.28199768066406,0
2022-11-29,132.28599548339844,132.28599548339844,132.28599548339844,132.28599548339844,0
2022-11-30,146.39700317382812,146.39700317382812,146.39700317382812,146.39700317382812,0
2022-12-01,139.25799560546875,139.25799560546875,139.25799560546875,139.25799560546875,0
2022-12-02,135.56199645996094,135.56199645996094,135.56199645996094,135.56199645996094,0
2022-12-05,134.69900512695312,134.69900512695312,134.69900512695312,134.69900512695312,0
2022-12-06,138.48800659179688,138.48800659179688,138.48800659179688,138.48800659179688,0
2022-12-07,149.2449951171875,149.2449951171875,149.2449951171875,149.2449951171875,0
2022-12-08,138.89300537109375,138.89300537109375,138.89300537109375,138.89300537109375,0
2022-12-09,139.11300659179688,139.11300659179688,139.11300659179688,139.11300659179688,0
2022-12-12,136.58999633789062,136.58999633789062,136.58999633789062,136.58999633789062,0
2022-12-13,137.5290069580078,137.5290069580078,137.5290069580078,137.5290069580078,0
2022-12-14,131.51100158691406,131.51100158691406,131.51100158691406,131.51100158691406,0
2022-12-15,134.76699829101562,134.76699829101562,134.76699829101562,134.76699829101562,0
2022-12-16,115.45099639892578,115.45099639892578,115.45099639892578,115.45099639892578,0
2022-12-19,108.54299926757812,108.54299926757812,108.54299926757812,108.54299926757812,0
2022-12-20,105.68800354003906,105.68800354003906,105.68800354003906,105.68800354003906,0
2022-12-21,97.75199890136719,97.75199890136719,97.75199890136719,97.75199890136719,0
2022-12-22,91.93800354003906,91.93800354003906,91.93800354003906,91.93800354003906,0
2022-12-23,82.97699737548828,82.97699737548828,82.97699737548828,82.97699737548828,0
2022-12-27,80.04299926757812,80.04299926757812,80.04299926757812,80.04299926757812,0
2022-12-28,81.35099792480469,81.35099792480469,81.35099792480469,81.35099792480469,0
2022-12-29,83.83000183105469,83.83000183105469,83.83000183105469,83.83000183105469,0
2022-12-30,76.31500244140625,76.31500244140625,76.31500244140625,76.31500244140625,0
2023-01-03,72.31400299072266,72.31400299072266,72.31400299072266,72.31400299072266,0
2023-01-04,65.02200317382812,65.02200317382812,65.02200317382812,65.02200317382812,0
2023-01-05,72.4219970703125,72.4219970703125,72.4219970703125,72.4219970703125,0
2023-01-06,69.53399658203125,76.0,68.0,72.0,7
2023-01-09,74.302001953125,75.4000015258789,70.0999984741211,71.05000305175781,6
2023-01-10,70.07099914550781,76.0,70.07099914550781,73.0,17
2023-01-11,65.34600067138672,67.59500122070312,65.34600067138672,67.59500122070312,6
2023-01-12,66.80899810791016,69.5999984741211,66.80899810791016,69.5999984741211,5
2023-01-13,64.81199645996094,66.30000305175781,62.79999923706055,66.30000305175781,7
2023-01-17,60.06100082397461,65.0,54.5,65.0,7
2023-01-18,61.70899963378906,62.20000076293945,60.0,60.0,11
2023-01-19,60.71699905395508,61.099998474121094,60.29999923706055,60.29999923706055,17
2023-01-20,66.89800262451172,66.89800262451172,66.5,66.5,1
2023-01-23,65.9990005493164,65.9990005493164,64.5999984741211,65.19999694824219,2
2023-01-24,58.26900100708008,66.0,58.26900100708008,66.0,0
2023-01-25,56.65999984741211,57.25,56.599998474121094,57.25,4
2023-01-26,54.814998626708984,56.599998474121094,54.814998626708984,56.599998474121094,1
2023-01-27,55.42499923706055,55.42499923706055,53.0,53.5,6
2023-01-30,55.15599822998047,56.849998474121094,55.15599822998047,56.849998474121094,3
2023-01-31,57.35200119018555,60.20000076293945,57.35200119018555,60.20000076293945,9
2023-02-01,59.527000427246094,59.527000427246094,57.400001525878906,57.400001525878906,3
2023-02-02,57.040000915527344,57.099998474121094,56.70000076293945,57.099998474121094,3
2023-02-03,57.888999938964844,59.20000076293945,57.888999938964844,58.0,8
2023-02-06,58.10900115966797,58.10900115966797,58.10900115966797,58.10900115966797,0
2023-02-07,55.40299987792969,57.70000076293945,55.40299987792969,57.400001525878906,6
2023-02-08,53.6870002746582,53.6870002746582,53.6870002746582,53.6870002746582,0
2023-02-09,52.73400115966797,52.73400115966797,52.73400115966797,52.73400115966797,0
2023-02-10,53.946998596191406,53.946998596191406,53.25,53.25,2
2023-02-13,51.707000732421875,51.707000732421875,51.707000732421875,51.707000732421875,0
2023-02-14,52.38600158691406,52.38600158691406,52.0,52.0,1
2023-02-15,54.715999603271484,54.715999603271484,54.20000076293945,54.20000076293945,1
2023-02-16,52.01100158691406,54.0,52.01100158691406,54.0,11
2023-02-17,49.047000885009766,49.70000076293945,49.047000885009766,49.70000076293945,2
2023-02-21,48.54199981689453,50.79999923706055,48.54199981689453,50.79999923706055,1
2023-02-22,50.56800079345703,50.56800079345703,50.56800079345703,50.56800079345703,0
2023-02-23,50.779998779296875,50.779998779296875,50.779998779296875,50.779998779296875,0
2023-02-24,51.01300048828125,51.01300048828125,51.01300048828125,51.01300048828125,0
2023-02-27,47.29899978637695,47.29899978637695,47.29899978637695,47.29899978637695,6
2023-02-28,46.665000915527344,48.0,46.665000915527344,48.0,4
2023-03-01,47.08399963378906,48.20000076293945,47.0,47.25,5
2023-03-02,46.814998626708984,47.5,46.814998626708984,47.5,3
2023-03-03,44.97999954223633,46.28499984741211,44.97999954223633,45.650001525878906,8
2023-03-06,42.14899826049805,43.29999923706055,41.70000076293945,43.29999923706055,14
2023-03-07,43.369998931884766,43.650001525878906,42.79999923706055,42.79999923706055,24
2023-03-08,42.3390007019043,44.599998474121094,42.3390007019043,44.599998474121094,33
2023-03-09,43.5989990234375,43.5989990234375,41.150001525878906,41.150001525878906,4
2023-03-10,52.856998443603516,54.22999954223633,45.29999923706055,48.0,33
2023-03-13,49.58399963378906,51.82500076293945,48.79999923706055,49.25,36
2023-03-14,44.185001373291016,46.75,44.185001373291016,46.75,141
2023-03-15,42.904998779296875,43.900001525878906,42.650001525878906,43.849998474121094,15
2023-03-16,44.340999603271484,44.650001525878906,42.0,42.0,42
2023-03-17,42.856998443603516,44.0,42.31999969482422,43.79999923706055,135
2023-03-20,39.32500076293945,40.70000076293945,38.85499954223633,40.099998474121094,69
2023-03-21,42.400001525878906,42.400001525878906,38.98500061035156,38.98500061035156,53
2023-03-22,39.974998474121094,41.54999923706055,39.94499969482422,41.54999923706055,107
2023-03-23,43.18600082397461,43.810001373291016,42.244998931884766,42.599998474121094,193
2023-03-24,41.09400177001953,41.75,41.09400177001953,41.75,6
2023-03-27,42.52799987792969,42.52799987792969,42.52799987792969,42.52799987792969,0
2023-03-28,42.75199890136719,42.83000183105469,42.75199890136719,42.83000183105469,10
2023-03-29,42.803001403808594,42.803001403808594,42.803001403808594,42.803001403808594,0
2023-03-30,43.60900115966797,43.60900115966797,43.60900115966797,43.60900115966797,6
2023-03-31,47.845001220703125,47.84299850463867,44.95000076293945,44.95000076293945,6
2023-04-03,51.367000579833984,51.834999084472656,49.900001525878906,49.900001525878906,79
2023-04-04,46.56800079345703,48.94499969482422,45.82500076293945,48.94499969482422,132
2023-04-05,44.57500076293945,47.20000076293945,44.400001525878906,46.599998474121094,105
2023-04-06,43.125,44.0,42.89500045776367,43.76499938964844,0
2023-04-10,43.125,43.125,43.125,43.125,0
2023-04-11,43.69200134277344,44.3650016784668,42.42499923706055,43.099998474121094,94
2023-04-12,42.880001068115234,43.900001525878906,42.880001068115234,43.29499816894531,94
2023-04-13,42.09299850463867,42.60499954223633,41.94499969482422,42.599998474121094,159
2023-04-14,41.14899826049805,41.880001068115234,41.04999923706055,41.04999923706055,283
2023-04-17,41.12699890136719,42.185001373291016,41.04999923706055,42.185001373291016,269
2023-04-18,42.72200012207031,42.9900016784668,41.505001068115234,41.505001068115234,137
2023-04-19,40.29800033569336,42.42499923706055,39.80500030517578,42.42499923706055,212
2023-04-20,40.564998626708984,41.02000045776367,40.400001525878906,40.400001525878906,326
2023-04-21,40.16400146484375,41.150001525878906,39.95000076293945,40.650001525878906,26
2023-04-24,39.92499923706055,39.92499923706055,39.92499923706055,39.92499923706055,0
2023-04-25,39.83300018310547,39.83300018310547,39.83300018310547,39.83300018310547,0
2023-04-26,38.55099868774414,38.55099868774414,38.55099868774414,38.55099868774414,0
2023-04-27,39.03900146484375,39.03900146484375,39.03900146484375,39.03900146484375,1
2023-04-28,38.53799819946289,39.79999923706055,38.29999923706055,39.79999923706055,3
2023-05-01,38.83399963378906,38.83399963378906,38.53799819946289,38.53799819946289,10
2023-05-02,37.52899932861328,38.04999923706055,37.275001525878906,37.86000061035156,244
2023-05-03,36.78200149536133,37.494998931884766,36.400001525878906,37.494998931884766,407
2023-05-04,35.65299987792969,36.95000076293945,35.65299987792969,36.95000076293945,452
2023-05-05,36.57400131225586,36.790000915527344,35.92499923706055,35.92499923706055,337
2023-05-08,36.874000549316406,37.25,36.849998474121094,36.849998474121094,33
2023-05-09,35.95000076293945,36.90999984741211,35.79999923706055,36.625,262
2023-05-10,34.99300003051758,36.0,34.7400016784668,35.70000076293945,213
2023-05-11,34.99300003051758,35.15999984741211,34.66999816894531,34.900001525878906,426
2023-05-12,32.766998291015625,33.95000076293945,32.349998474121094,33.95000076293945,429
2023-05-15,32.31399917602539,33.599998474121094,32.0,32.30500030517578,278
2023-05-16,31.820999145507812,32.93000030517578,31.635000228881836,32.349998474121094,443
2023-05-17,31.952999114990234,32.599998474121094,31.952999114990234,32.599998474121094,153
2023-05-18,29.78499984741211,29.985000610351562,29.78499984741211,29.985000610351562,94
2023-05-19,30.176000595092773,30.176000595092773,30.176000595092773,30.176000595092773,0
2023-05-22,29.711000442504883,30.200000762939453,29.711000442504883,30.200000762939453,171
2023-05-23,29.12700080871582,29.12700080871582,29.12700080871582,29.12700080871582,40
